central_bank,country,year,currency_code,topic_other,topic_international,topic_macro,topic_financial,topic_monetary,topic_fiscal,topic_climate,share_descriptive,share_normative,normative_other,normative_international,normative_macro,normative_financial,normative_monetary,normative_fiscal,normative_climate,monetary_dominance,financial_dominance,fiscal_dominance,monetary_fiscal_coordination,monetary_financial_coordination,financial_dom_or_corp,fiscal_dom_or_corp,number_of_speeches,number_of_sentences,inflation,democracy_ind,polarization_ind,spread,advanced,gdp_real_ppp_capita,fiscal_crisis
netherlands bank,NLD,2000,EUR,0.3826086956521739,0.028985507246376812,0.12173913043478261,0.2579710144927536,0.13333333333333333,0.05217391304347826,0.02318840579710145,0.6898550724637681,0.3101449275362319,0.4090909090909091,0.1,0.2619047619047619,0.19101123595505617,0.2608695652173913,0.5555555555555556,0.25,0.15503875968992248,0.4418604651162791,0.03875968992248062,0.2248062015503876,0.13953488372093023,0.5813953488372093,0.26356589147286824,3,345,0.02347108346037113,1,0,0.14988333333333337,1,47832.019,0
netherlands bank,NLD,2001,EUR,0.24824355971896955,0.053864168618266976,0.1522248243559719,0.3161592505854801,0.18032786885245902,0.0468384074941452,0.00234192037470726,0.7822014051522248,0.21779859484777517,0.20754716981132076,0.17391304347826086,0.16923076923076924,0.2222222222222222,0.24675324675324675,0.3,1,0.23648648648648649,0.2702702702702703,0.10135135135135136,0.08783783783783784,0.30405405405405406,0.5743243243243243,0.1891891891891892,4,427,0.05113926088940169,1,0,0.14698076923076941,1,48568.571,0
netherlands bank,NLD,2002,EUR,0.2879120879120879,0.060805860805860805,0.05274725274725275,0.3282051282051282,0.2424908424908425,0.02783882783882784,0,0.7172161172161172,0.2827838827838828,0.3384223918575064,0.13253012048192772,0.2222222222222222,0.27901785714285715,0.27492447129909364,0.2631578947368421,,0.3029197080291971,0.28832116788321166,0.05656934306569343,0.05474452554744526,0.29744525547445255,0.5857664233576643,0.11131386861313869,11,1365,0.0385278235226533,1,0,0.12774924606643379,1,48316.503,0
netherlands bank,NLD,2003,EUR,0.5041095890410959,0.038356164383561646,0.2328767123287671,0.0273972602739726,0.14246575342465753,0.0547945205479452,0,0.7589041095890411,0.2410958904109589,0.358695652173913,0,0.08235294117647059,0,0.21153846153846154,0.2,,0.5476190476190477,0,0.35714285714285715,0,0.09523809523809523,0.09523809523809523,0.35714285714285715,3,365,0.022249265528389354,1,0,0.05445450356934711,1,48131.742,0
netherlands bank,NLD,2004,EUR,0.19347319347319347,0.12354312354312354,0.25874125874125875,0.289044289044289,0.009324009324009324,0.1258741258741259,0,0.7668997668997669,0.23076923076923078,0.3132530120481928,0.11320754716981132,0.14414414414414414,0.2661290322580645,0.25,0.3148148148148148,,0,0.17647058823529413,0.35294117647058826,0.13970588235294118,0.33088235294117646,0.5073529411764706,0.49264705882352944,3,429,0.013828597539712193,1,0,0.03647226107226098,1,48888.641,0
netherlands bank,NLD,2005,EUR,0.2815533980582524,0.18058252427184465,0.12233009708737864,0.22524271844660193,0.031067961165048542,0.14951456310679612,0.009708737864077669,0.7145631067961165,0.2854368932038835,0.3724137931034483,0.11827956989247312,0.23809523809523808,0.3017241379310345,0.5625,0.2597402597402597,0.6,0.038834951456310676,0.24271844660194175,0.2524271844660194,0.06796116504854369,0.39805825242718446,0.6407766990291263,0.32038834951456313,4,515,0.014920947444580132,1,0,0.016105053540209857,1,49743.929,0
netherlands bank,NLD,2006,EUR,0.24459234608985025,0.03826955074875208,0.0016638935108153079,0.627287853577371,0.011647254575707155,0.06655574043261231,0.009983361064891847,0.670549084858569,0.3277870216306156,0.3741496598639456,0.13043478260869565,0,0.3076923076923077,0.7142857142857143,0.425,0.16666666666666666,0.014925373134328358,0.3582089552238806,0.011194029850746268,0.0037313432835820895,0.6119402985074627,0.9701492537313433,0.014925373134328358,4,601,0.016524675992473925,1,0,5.3663003663051434e-5,1,51375.585,0
netherlands bank,NLD,2007,EUR,0.3142589118198874,0.04409005628517824,0.10600375234521577,0.3799249530956848,0.0375234521575985,0.11538461538461539,0.0028142589118198874,0.7223264540337712,0.2776735459662289,0.3373134328358209,0.0851063829787234,0.24778761061946902,0.24938271604938272,0.2,0.3252032520325203,0.6666666666666666,0.06857142857142857,0.2914285714285714,0.1457142857142857,0.037142857142857144,0.45714285714285713,0.7485714285714286,0.18285714285714286,9,1066,0.015876665555338402,1,0,0.04096538461538457,1,53235.951,0
netherlands bank,NLD,2008,EUR,0.2076069730586371,0.028526148969889066,0.044374009508716325,0.6537242472266244,0.044374009508716325,0.017432646592709985,0.003961965134706815,0.6885895404120443,0.3098256735340729,0.32061068702290074,0.19444444444444445,0.19642857142857142,0.31636363636363635,0.30357142857142855,0.45454545454545453,0.2,0.018518518518518517,0.4021164021164021,0.01455026455026455,0.010582010582010581,0.5542328042328042,0.9563492063492064,0.02513227513227513,13,1262,0.022113077723959908,1,0,0.16687738927738915,1,54235.095,0
netherlands bank,NLD,2009,EUR,0.16646415552855406,0.040097205346294046,0.038882138517618466,0.6889428918590522,0.046172539489671933,0.019441069258809233,0,0.6512758201701093,0.3487241798298906,0.2773722627737226,0.2727272727272727,0.21875,0.36684303350970016,0.42105263157894735,0.5625,,0.00967741935483871,0.3564516129032258,0.00967741935483871,0.03064516129032258,0.5935483870967742,0.95,0.04032258064516129,8,823,0.009732279279877819,1,0,0.49435003642191144,1,51991.289,0
netherlands bank,NLD,2010,EUR,0.16158940397350993,0.022516556291390728,0.03443708609271523,0.7311258278145696,0.018543046357615896,0.030463576158940398,0.0013245033112582781,0.6596026490066225,0.3403973509933775,0.36885245901639346,0.35294117647058826,0.11538461538461539,0.34057971014492755,0.21428571428571427,0.5217391304347826,0,0.005050505050505051,0.29292929292929293,0.02861952861952862,0.011784511784511785,0.6616161616161617,0.9545454545454546,0.04040404040404041,7,755,0.009298551487439268,1,0,0.23572335190850802,1,52404.979,0
netherlands bank,NLD,2011,EUR,0.2767857142857143,0.015625,0.011160714285714286,0.5491071428571429,0.10267857142857142,0.044642857142857144,0,0.6763392857142857,0.32142857142857145,0.25806451612903225,0.42857142857142855,0,0.3252032520325203,0.391304347826087,0.55,,0.08053691275167785,0.3087248322147651,0.026845637583892617,0.03355704697986577,0.5503355704697986,0.8590604026845637,0.06040268456375839,4,448,0.02471617143788355,1,0,0.28004407051282043,1,52958.918,0
netherlands bank,NLD,2012,EUR,0.13429752066115702,0.13636363636363635,0.1797520661157025,0.27892561983471076,0.10537190082644628,0.1652892561983471,0,0.7210743801652892,0.27892561983471076,0.3384615384615385,0.07575757575757576,0.22988505747126436,0.23703703703703705,0.43137254901960786,0.425,,0.022321428571428572,0.22321428571428573,0.29017857142857145,0.21875,0.24553571428571427,0.46875,0.5089285714285714,4,484,0.02818066157760816,1,0,0.43298287259615387,1,52179.2,0
netherlands bank,NLD,2013,EUR,0.31129032258064515,0.00967741935483871,0.017741935483870968,0.5596774193548387,0.08064516129032258,0.020967741935483872,0,0.6306451612903226,0.36935483870967745,0.41450777202072536,0,0.18181818181818182,0.345821325648415,0.42,0.46153846153846156,,0.12916666666666668,0.3333333333333333,0.008333333333333333,0.029166666666666667,0.5,0.8333333333333334,0.0375,5,620,0.025531563859844494,1,0,0.3105709116404429,1,51960.084,0
netherlands bank,NLD,2014,EUR,0.43506493506493504,0.01948051948051948,0.06818181818181818,0.2824675324675325,0.1331168831168831,0.05844155844155844,0.003246753246753247,0.6753246753246753,0.3246753246753247,0.3208955223880597,0,0.14285714285714285,0.3448275862068966,0.4634146341463415,0.2777777777777778,0,0.16216216216216217,0.12612612612612611,0.12612612612612611,0.09009009009009009,0.4954954954954955,0.6216216216216216,0.21621621621621623,4,308,0.0032276228206006012,1,0,0.26823987835081575,1,52544.344,0
netherlands bank,NLD,2015,EUR,0.2361111111111111,0.006944444444444444,0.05555555555555555,0.3958333333333333,0.14583333333333334,0.006944444444444444,0.1527777777777778,0.6666666666666666,0.3333333333333333,0.29411764705882354,0,0.25,0.3157894736842105,0.3333333333333333,0,0.5,0.08536585365853659,0.3048780487804878,0,0.012195121951219513,0.5975609756097561,0.9024390243902439,0.012195121951219513,2,144,0.0021648709596591726,1,0,0.1507374162296037,1,53346.881,0
netherlands bank,NLD,2016,EUR,0.33783783783783783,0.08108108108108109,0.22972972972972974,0.33783783783783783,0,0,0.013513513513513514,0.7027027027027027,0.2972972972972973,0.28,0,0.17647058823529413,0.48,,,0,0,0.3333333333333333,0,0,0.6666666666666666,1,0,1,74,0.0011301017091538193,1,0,0.16202488344988342,1,54264.387,
netherlands bank,NLD,2017,EUR,0.26640625,0.01640625,0.11484375,0.26171875,0.13359375,0.04921875,0.1578125,0.67421875,0.32578125,0.40175953079178883,0.09523809523809523,0.25170068027210885,0.2507462686567164,0.3391812865497076,0.5079365079365079,0.3316831683168317,0.1992619926199262,0.2564575645756458,0.05166051660516605,0.11439114391143912,0.37822878228782286,0.6346863468634686,0.16605166051660517,12,1280,0.012946535602972972,1,0,0.17756923076923073,1,55509.264,
netherlands bank,NLD,2018,EUR,0.27279812938425563,0.012470771628994544,0.019485580670303974,0.5385814497272019,0.037412314886983634,0.010132501948558068,0.10911925175370225,0.7069368667186282,0.2930631332813718,0.33714285714285713,0.25,0.08,0.25615050651230103,0.2916666666666667,0.15384615384615385,0.42142857142857143,0.0029895366218236174,0.4499252615844544,0.0029895366218236174,0.01046337817638266,0.5336322869955157,0.9835575485799701,0.013452914798206279,10,1283,0.016005917159763218,1,0,0.1106,1,56490.468,
netherlands bank,NLD,2019,EUR,0.30376219228982815,0.01579191825359963,0.03529958197863446,0.3344170924291686,0.11054342777519739,0.036228518346493266,0.1630283325592197,0.6864839758476544,0.30469112865768694,0.3577981651376147,0.11764705882352941,0.25,0.24861111111111112,0.25210084033613445,0.38461538461538464,0.37037037037037035,0.10054054054054054,0.3945945945945946,0.023783783783783784,0.05621621621621622,0.42486486486486486,0.8194594594594594,0.08,17,2153,0.026731894819603436,1,0,0.1366223976544289,1,57258.337,
netherlands bank,NLD,2020,EUR,0.2979407979407979,0.06563706563706563,0.11904761904761904,0.22586872586872586,0.0888030888030888,0.11132561132561132,0.08815958815958816,0.6557271557271557,0.33462033462033464,0.34773218142548595,0.22549019607843138,0.24864864864864866,0.30484330484330485,0.3115942028985507,0.4277456647398844,0.46715328467153283,0.0733652312599681,0.19617224880382775,0.23444976076555024,0.19138755980861244,0.30462519936204147,0.5007974481658692,0.4258373205741627,16,1554,0.011164998061960515,1,0,0.16279458041958042,1,54621.169,
netherlands bank,NLD,2021,EUR,0.20408163265306123,0.015769944341372914,0.08998144712430427,0.22727272727272727,0.18831168831168832,0.1725417439703154,0.10018552875695733,0.6818181818181818,0.3181818181818182,0.30454545454545456,0.23529411764705882,0.28865979381443296,0.2530612244897959,0.2413793103448276,0.40860215053763443,0.5185185185185185,0.17846153846153845,0.20307692307692307,0.1753846153846154,0.25384615384615383,0.18923076923076923,0.3923076923076923,0.42923076923076925,10,1078,0.028254081041156395,1,0,0.11665787988053612,1,57065.695,
netherlands bank,NLD,2022,EUR,0.35575221238938054,0.030530973451327433,0.046460176991150445,0.34646017699115045,0.10088495575221239,0.020353982300884955,0.09690265486725663,0.6743362831858407,0.3252212389380531,0.3345771144278607,0.2753623188405797,0.22857142857142856,0.3065134099616858,0.3026315789473684,0.5,0.4155251141552511,0.11639185257032007,0.35499515033947626,0.02521823472356935,0.05916585838991271,0.44422890397672166,0.7992240543161979,0.08438409311348205,23,2260,0.11624840880160026,1,1,0.23548960882867137,1,59253.149,
netherlands bank,NLD,2023,EUR,0.30612244897959184,0.015306122448979591,0.026530612244897958,0.4530612244897959,0.12346938775510204,0.02040816326530612,0.053061224489795916,0.6663265306122449,0.3336734693877551,0.38333333333333336,0.13333333333333333,0.2692307692307692,0.32882882882882886,0.19834710743801653,0.35,0.5,0.10462776659959759,0.46680080482897385,0.01609657947686117,0.030181086519114688,0.3822937625754527,0.8490945674044266,0.04627766599597585,9,980,0.0386429356901397,,,0.3318653846153846,1,59527.372,
people's bank of china,CHN,1997,CNY,0.207492795389049,0.19020172910662825,0.1037463976945245,0.26512968299711814,0.21037463976945245,0.023054755043227664,0,0.723342939481268,0.276657060518732,0.3333333333333333,0.07575757575757576,0.25,0.31521739130434784,0.3287671232876712,0.625,,0.375,0.125,0.027777777777777776,0.1388888888888889,0.3333333333333333,0.4583333333333333,0.16666666666666666,3,347,0.027882160580591533,0,0,,0,2792.097,0
people's bank of china,CHN,1998,CNY,0.1518987341772152,0.17721518987341772,0.11392405063291139,0.34177215189873417,0.189873417721519,0.02531645569620253,0,0.6582278481012658,0.34177215189873417,0.5,0.07142857142857142,0.1111111111111111,0.5555555555555556,0.26666666666666666,0,,0.16129032258064516,0.5161290322580645,0.06451612903225806,0.0967741935483871,0.16129032258064516,0.6774193548387096,0.16129032258064516,1,79,-0.0077442580861216284,0,0,,0,2984.049,0
people's bank of china,CHN,1999,CNY,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013992209362827192,0,0,,0,3187.053,0
people's bank of china,CHN,2000,CNY,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035655199954361346,0,0,,0,3430.959,0
people's bank of china,CHN,2001,CNY,,,,,,,,,,,,,,,,,,,,,,,,,,0.007105704459540119,0,0,,0,3690.639,0
people's bank of china,CHN,2002,CNY,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007366014732029543,0,0,,0,4001.128,0
people's bank of china,CHN,2003,CNY,0.14655172413793102,0.23275862068965517,0.2413793103448276,0.23275862068965517,0.06896551724137931,0.07758620689655173,0,0.5431034482758621,0.45689655172413796,0.6470588235294118,0.5925925925925926,0.39285714285714285,0.37037037037037035,0.25,0.3333333333333333,,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.5294117647058824,0,0.23529411764705882,0.6470588235294118,1,116,0.011258955987717527,0,0,,0,4375.732,0
people's bank of china,CHN,2004,CNY,0.20010964912280702,0.09155701754385964,0.0756578947368421,0.49122807017543857,0.10964912280701754,0.03070175438596491,0.0010964912280701754,0.6683114035087719,0.33168859649122806,0.3561643835616438,0.33532934131736525,0.2753623188405797,0.31473214285714285,0.365,0.4642857142857143,0,0.11793214862681745,0.40064620355411956,0.05331179321486268,0.08077544426494346,0.3473344103392569,0.7479806138933764,0.13408723747980614,19,1824,0.038306905083220995,0,0,,0,4790.101,0
people's bank of china,CHN,2005,CNY,0.23873873873873874,0.0509009009009009,0.04369369369369369,0.5882882882882883,0.05945945945945946,0.016666666666666666,0.0022522522522522522,0.6423423423423423,0.35765765765765767,0.3754716981132076,0.22123893805309736,0.2268041237113402,0.3721286370597244,0.36363636363636365,0.32432432432432434,0.4,0.0644718792866941,0.49108367626886146,0.006858710562414266,0.04663923182441701,0.39094650205761317,0.8820301783264746,0.053497942386831275,22,2220,0.017803712378657174,0,0,,0,5304.324,0
people's bank of china,CHN,2006,CNY,0.23963133640552994,0.08887425938117183,0.07702435813034891,0.5141540487162607,0.04213298222514812,0.03686635944700461,0.0013166556945358788,0.6477946017116524,0.35220539828834757,0.38186813186813184,0.2,0.2905982905982906,0.3725992317541613,0.25,0.5,0,0.07407407407407407,0.31339031339031337,0.07122507122507123,0.07122507122507123,0.4700854700854701,0.7834757834757835,0.14245014245014245,16,1519,0.016454719591358875,0,0,,0,5947.033,0
people's bank of china,CHN,2007,CNY,0.20408163265306123,0.047619047619047616,0.031292517006802724,0.6190476190476191,0.02040816326530612,0.04081632653061224,0.036734693877551024,0.6108843537414966,0.3891156462585034,0.4266666666666667,0.3142857142857143,0.391304347826087,0.36923076923076925,0.3333333333333333,0.5,0.5185185185185185,0.005291005291005291,0.5714285714285714,0.0582010582010582,0.037037037037037035,0.328042328042328,0.8994708994708994,0.09523809523809523,11,735,0.04818551817099188,0,0,-0.5410059354530792,0,6759.277,0
people's bank of china,CHN,2008,CNY,0.25806451612903225,0.056451612903225805,0.10483870967741936,0.40860215053763443,0.1693548387096774,0.002688172043010753,0,0.6881720430107527,0.3118279569892473,0.3645833333333333,0.19047619047619047,0.20512820512820512,0.3157894736842105,0.31746031746031744,1,,0.14912280701754385,0.4473684210526316,0.008771929824561403,0.09649122807017543,0.2982456140350877,0.7456140350877193,0.10526315789473684,4,372,0.05907984268680941,0,0,0.11526938314340729,0,7370.108,0
people's bank of china,CHN,2009,CNY,0.1906158357771261,0.1744868035190616,0.2375366568914956,0.2697947214076246,0.060117302052785926,0.060117302052785926,0.002932551319648094,0.6495601173020528,0.35043988269794724,0.35384615384615387,0.3949579831932773,0.2962962962962963,0.3423913043478261,0.3170731707317073,0.4634146341463415,1,0.03773584905660377,0.3018867924528302,0.16352201257861634,0.1761006289308176,0.32075471698113206,0.6226415094339622,0.33962264150943394,6,682,-0.007261838801325046,0,0,-0.1776577213115892,0,8027.091,0
people's bank of china,CHN,2010,CNY,0.14136125654450263,0.23734729493891799,0.16928446771378708,0.2862129144851658,0.14485165794066318,0.012216404886561954,0.008726003490401396,0.6945898778359512,0.3054101221640489,0.37037037037037035,0.25,0.32989690721649484,0.2682926829268293,0.3373493975903614,0.7142857142857143,0.4,0.18478260869565216,0.18478260869565216,0.010869565217391304,0.18478260869565216,0.43478260869565216,0.6195652173913043,0.1956521739130435,11,573,0.031753571386161035,0,0,0.5041572699989185,0,8836.395,0
people's bank of china,CHN,2011,CNY,,,,,,,,,,,,,,,,,,,,,,,,,,0.05533751510617474,0,0,1.0922854146932124,0,9621.154,0
people's bank of china,CHN,2012,CNY,,,,,,,,,,,,,,,,,,,,,,,,,,0.02609795731408069,0,0,1.7981855437665781,0,10299.393,0
people's bank of china,CHN,2013,CNY,,,,,,,,,,,,,,,,,,,,,,,,,,0.025678634440830697,0,0,2.108203258277649,0,11034.449,0
people's bank of china,CHN,2014,CNY,,,,,,,,,,,,,,,,,,,,,,,,,,0.020517709477523825,0,0,2.8716098179171774,0,11770.838,0
people's bank of china,CHN,2015,CNY,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.2777777777777778,0.16666666666666666,0,0,0.8888888888888888,0.1111111111111111,0,0,0,0.2,0.3333333333333333,,,0.5,0,0,0,0.5,0.5,0,1,18,0.01541398428139153,0,0,2.9715019009636197,0,12535.035,0
people's bank of china,CHN,2016,CNY,,,,,,,,,,,,,,,,,,,,,,,,,,0.02120999999999995,0,0,2.6855947015791717,0,13306.594,
people's bank of china,CHN,2017,CNY,0.3137254901960784,0.18137254901960784,0.1323529411764706,0.28431372549019607,0.029411764705882353,0.05392156862745098,0.004901960784313725,0.7745098039215687,0.22549019607843138,0.265625,0.16216216216216217,0.1111111111111111,0.27586206896551724,0.16666666666666666,0.2727272727272727,0,0,0.55,0.2,0.075,0.175,0.725,0.275,2,204,0.01520744998580127,0,1,3.0281397327249024,0,14151.786,
people's bank of china,CHN,2018,CNY,0.09641873278236915,0.12396694214876033,0.09917355371900827,0.4793388429752066,0.1652892561983471,0.027548209366391185,0.005509641873278237,0.7162534435261708,0.2837465564738292,0.37142857142857144,0.4,0.19444444444444445,0.22988505747126436,0.3333333333333333,0.3,0.5,0.0916030534351145,0.3435114503816794,0.022900763358778626,0.061068702290076333,0.48091603053435117,0.8244274809160306,0.08396946564885496,3,363,0.01928159422806099,0,1,3.282783523468057,0,15050.183,
people's bank of china,CHN,2019,CNY,0.18990825688073396,0.12018348623853212,0.07706422018348624,0.44770642201834865,0.13027522935779817,0.022935779816513763,0.011926605504587157,0.6633027522935779,0.336697247706422,0.38164251207729466,0.2366412213740458,0.2261904761904762,0.32786885245901637,0.3873239436619718,0.56,0.6923076923076923,0.1581769436997319,0.38873994638069703,0.005361930294906166,0.08847184986595175,0.35924932975871315,0.7479892761394102,0.0938337801608579,6,1090,0.02901403385916935,0,1,3.2850134618524436,0,15893.004,
people's bank of china,CHN,2020,CNY,0.19120135363790186,0.06598984771573604,0.04230118443316413,0.48392554991539766,0.13028764805414553,0.02707275803722504,0.05752961082910321,0.6446700507614214,0.3553299492385787,0.4247787610619469,0.41025641025641024,0,0.3706293706293706,0.23376623376623376,0.3125,0.47058823529411764,0.07758620689655173,0.3275862068965517,0.03017241379310345,0.2025862068965517,0.3620689655172414,0.6896551724137931,0.23275862068965517,9,591,0.02490366841703527,0,0,3.3550006139395547,0,16225.857,
people's bank of china,CHN,2021,CNY,0.19085714285714286,0.053714285714285714,0.08114285714285714,0.352,0.07428571428571429,0.025142857142857144,0.22171428571428572,0.5897142857142857,0.4102857142857143,0.46706586826347307,0.2978723404255319,0.16901408450704225,0.41233766233766234,0.4307692307692308,0.4090909090909091,0.4690721649484536,0.05846153846153846,0.3076923076923077,0.043076923076923075,0.08923076923076922,0.5015384615384615,0.8092307692307692,0.13230769230769232,15,875,0.008524231248934496,0,1,3.5078280747377626,0,17590.899,
people's bank of china,CHN,2022,CNY,0.19337016574585636,0.03867403314917127,0.08839779005524862,0.2265193370165746,0.3701657458563536,0.022099447513812154,0.06077348066298342,0.7569060773480663,0.2430939226519337,0.2857142857142857,0.2857142857142857,0.1875,0.3170731707317073,0.208955223880597,0.25,0.09090909090909091,0.3655913978494624,0.021505376344086023,0,0.21505376344086022,0.3978494623655914,0.41935483870967744,0.21505376344086022,5,181,0.018754948975506374,0,1,2.201795528299825,0,18117.146,
people's bank of china,CHN,2023,CNY,0.1469387755102041,0.08163265306122448,0.09387755102040816,0.24489795918367346,0.20816326530612245,0.004081632653061225,0.22040816326530613,0.6938775510204082,0.30612244897959184,0.3611111111111111,0.15,0.2608695652173913,0.25,0.35294117647058826,1,0.35185185185185186,0.21568627450980393,0.3137254901960784,0.00980392156862745,0.12745098039215685,0.3333333333333333,0.6470588235294118,0.13725490196078433,4,245,0.019850661543164144,,,0.403990973320024,0,19073.979,
reserve bank of australia,AUS,1997,AUD,0.1864631718646317,0.051758460517584606,0.1672196416721964,0.28666224286662245,0.28069011280690115,0.025879230258792303,6.635700066357001e-4,0.7664233576642335,0.23291307232913072,0.24199288256227758,0.19230769230769232,0.23809523809523808,0.20833333333333334,0.2647754137115839,0.10256410256410256,1,0.4215885947046843,0.1934826883910387,0.04073319755600815,0.048879837067209775,0.2953156822810591,0.48879837067209775,0.08961303462321792,9,1507,0.0022471910112360403,1,0,1.4941413619687753,1,36227.673,0
reserve bank of australia,AUS,1998,AUD,0.20385818561001043,0.22940563086548488,0.13816475495307612,0.34462982273201254,0.06725755995828989,0.01564129301355579,0.0010427528675703858,0.7758081334723671,0.22419186652763295,0.32225063938618925,0.20227272727272727,0.17358490566037735,0.20726172465960666,0.20155038759689922,0.2,0,0.07675438596491228,0.5592105263157895,0.03728070175438596,0.039473684210526314,0.28728070175438597,0.8464912280701754,0.07675438596491228,12,1918,0.00859491778774273,1,0,0.8254537678467366,1,37515.72,0
reserve bank of australia,AUS,1999,AUD,0.2575387123064385,0.07334963325183375,0.15403422982885084,0.31295843520782396,0.1687041564792176,0.03178484107579462,0,0.7555012224938875,0.24449877750611246,0.3037974683544304,0.2,0.15873015873015872,0.23697916666666666,0.2560386473429952,0.28205128205128205,,0.2782152230971129,0.4304461942257218,0.031496062992125984,0.04199475065616798,0.2178477690288714,0.6482939632545932,0.07349081364829396,9,1227,0.014079288625416865,1,0,1.3810961684149188,1,38707.721,0
reserve bank of australia,AUS,2000,AUD,0.24546827794561935,0.16993957703927492,0.19486404833836857,0.11706948640483383,0.25755287009063443,0.014350453172205438,7.552870090634441e-4,0.7552870090634441,0.24471299093655588,0.3323076923076923,0.18222222222222223,0.1744186046511628,0.14193548387096774,0.31378299120234604,0.05263157894736842,0,0.5643564356435643,0.12871287128712872,0.0165016501650165,0.10891089108910891,0.18151815181518152,0.3102310231023102,0.1254125412541254,12,1324,0.04457435147972228,1,1,1.2271477272727274,1,39442.185,0
reserve bank of australia,AUS,2001,AUD,0.3099250936329588,0.11610486891385768,0.20224719101123595,0.06460674157303371,0.27340823970037453,0.03089887640449438,0,0.7677902621722846,0.23220973782771537,0.2990936555891239,0.23387096774193547,0.11574074074074074,0.11594202898550725,0.2602739726027397,0.3333333333333333,,0.5107296137339056,0.09012875536480687,0.07296137339055794,0.1630901287553648,0.1630901287553648,0.2532188841201717,0.23605150214592274,8,1068,0.04407135362014699,1,1,0.7819146033653848,1,39976.881,0
reserve bank of australia,AUS,2002,AUD,0.22685788787483702,0.09517601043024772,0.38657105606258146,0.09061277705345502,0.19035202086049544,0.010430247718383311,0,0.8011734028683182,0.19882659713168188,0.27298850574712646,0.06164383561643835,0.16188870151770657,0.16546762589928057,0.25,0.5625,,0.5833333333333334,0.20098039215686275,0.00980392156862745,0.09803921568627451,0.10784313725490197,0.3088235294117647,0.10784313725490197,12,1534,0.03048576214405368,1,1,1.0556164635711511,1,41176.545,0
reserve bank of australia,AUS,2003,AUD,0.20468642315644384,0.10337698139214335,0.24465885596140594,0.1667815299793246,0.2618883528600965,0.018607856650585803,0,0.7856650585802895,0.21433494141971055,0.30303030303030304,0.14,0.16338028169014085,0.16115702479338842,0.25,0.2962962962962963,,0.5109034267912772,0.2118380062305296,0.04672897196261682,0.07165109034267912,0.1588785046728972,0.3707165109034268,0.11838006230529595,11,1451,0.027308192457737246,1,1,1.1898306071532634,1,41945.367,0
reserve bank of australia,AUS,2004,AUD,0.30529054640069386,0.06851691240242845,0.24978317432784042,0.1326973113616652,0.22723330442324371,0.007805724197745013,0.008673026886383347,0.790112749349523,0.209887250650477,0.29545454545454547,0.08860759493670886,0.1597222222222222,0.21568627450980393,0.18702290076335878,0.1111111111111111,0.2,0.4979253112033195,0.2074688796680498,0.004149377593360996,0.06224066390041494,0.22821576763485477,0.43568464730290457,0.06639004149377593,9,1153,0.02341772151898727,1,1,1.5174780303030302,1,43193.304,0
reserve bank of australia,AUS,2005,AUD,0.264,0.11066666666666666,0.19066666666666668,0.24333333333333335,0.15733333333333333,0.030666666666666665,0.0033333333333333335,0.7813333333333333,0.21866666666666668,0.2803030303030303,0.18072289156626506,0.16433566433566432,0.2191780821917808,0.1864406779661017,0.30434782608695654,0.4,0.2581699346405229,0.24509803921568626,0.06862745098039216,0.0915032679738562,0.3366013071895425,0.5816993464052288,0.16013071895424835,13,1500,0.026592455163883807,1,1,1.8555590435606062,1,43906.754,0
reserve bank of australia,AUS,2006,AUD,0.23264984227129337,0.07728706624605679,0.23186119873817035,0.2192429022082019,0.22555205047318613,0.013406940063091483,0,0.7886435331230284,0.2113564668769716,0.26101694915254237,0.15306122448979592,0.17006802721088435,0.17985611510791366,0.25874125874125875,0.11764705882352941,,0.536741214057508,0.2364217252396166,0.006389776357827476,0.07028753993610223,0.1501597444089457,0.3865814696485623,0.07667731629392971,9,1268,0.03554216867469883,1,1,1.8606884615384616,1,44365.32,0
reserve bank of australia,AUS,2007,AUD,0.21822358346094947,0.09800918836140889,0.16539050535987748,0.332312404287902,0.17075038284839203,0.013016845329249618,0.002297090352220521,0.833843797856049,0.166156202143951,0.24210526315789474,0.171875,0.13425925925925927,0.1152073732718894,0.19282511210762332,0.11764705882352941,0.6666666666666666,0.3466666666666667,0.344,0.013333333333333334,0.021333333333333333,0.27466666666666667,0.6186666666666667,0.034666666666666665,10,1306,0.02356020942408367,1,1,1.7679346153846156,1,45450.146,0
reserve bank of australia,AUS,2008,AUD,0.22448979591836735,0.06663890045814244,0.2140774677217826,0.2607246980424823,0.19700124947938358,0.03248646397334444,0.003748438150770512,0.8000832986255727,0.19991670137442732,0.23191094619666047,0.0625,0.14591439688715954,0.15335463258785942,0.30021141649048627,0.38461538461538464,0.1111111111111111,0.32085561497326204,0.2807486631016043,0.06951871657754011,0.11363636363636363,0.21524064171122995,0.4959893048128342,0.18315508021390375,17,2401,0.04347826086956525,1,1,1.9975513986013986,1,45608.295,0
