central_bank,country,year,currency_code,topic_other,topic_international,topic_macro,topic_financial,topic_monetary,topic_fiscal,topic_climate,share_descriptive,share_normative,normative_other,normative_international,normative_macro,normative_financial,normative_monetary,normative_fiscal,normative_climate,monetary_dominance,financial_dominance,fiscal_dominance,monetary_fiscal_coordination,monetary_financial_coordination,financial_dom_or_corp,fiscal_dom_or_corp,number_of_speeches,number_of_sentences,inflation,democracy_ind,polarization_ind,spread,advanced,gdp_real_ppp_capita,fiscal_crisis
bank for international settlements,,1997,,0.09774436090225563,0.08646616541353383,0.06390977443609022,0.4323308270676692,0.3007518796992481,0.015037593984962405,0,0.7969924812030075,0.20300751879699247,0.19230769230769232,0.17391304347826086,0.23529411764705882,0.14782608695652175,0.2875,0,,0.2937062937062937,0.27972027972027974,0.013986013986013986,0,0.4125874125874126,0.6923076923076923,0.013986013986013986,1,266,,,,,,,
bank for international settlements,,1998,,0.11313868613138686,0.14233576642335766,0.06934306569343066,0.6277372262773723,0.025547445255474453,0.021897810218978103,0,0.6204379562043796,0.3795620437956204,0.3225806451612903,0.48717948717948717,0.21052631578947367,0.38372093023255816,0.14285714285714285,0.6666666666666666,,0.03468208092485549,0.4508670520231214,0,0.046242774566473986,0.4682080924855491,0.9190751445086706,0.046242774566473986,3,274,,,,,,,
bank for international settlements,,1999,,0.162534435261708,0.17079889807162535,0.02203856749311295,0.5867768595041323,0.0440771349862259,0.013774104683195593,0,0.7300275482093664,0.2699724517906336,0.3220338983050847,0.14516129032258066,0,0.323943661971831,0.0625,0,,0,0.5508982035928144,0.011976047904191617,0.023952095808383235,0.41317365269461076,0.9640718562874252,0.03592814371257485,2,363,,,,,,,
bank for international settlements,,2000,,0.1838006230529595,0.06697819314641744,0.1043613707165109,0.6012461059190031,0.020249221183800622,0.021806853582554516,0.001557632398753894,0.7180685358255452,0.2819314641744548,0.3135593220338983,0.16279069767441862,0.23880597014925373,0.29533678756476683,0.23076923076923078,0.2857142857142857,0,0,0.44648318042813456,0.01529051987767584,0.03363914373088685,0.5045871559633027,0.9510703363914373,0.04892966360856269,4,642,,,,,,,
bank for international settlements,,2001,,0.1555977229601518,0.036053130929791274,0.020872865275142316,0.698292220113852,0.08918406072106262,0,0,0.6793168880455408,0.3206831119544592,0.4268292682926829,0.2631578947368421,0,0.3125,0.2978723404255319,,,0.03234501347708895,0.3881401617250674,0,0,0.5795148247978437,0.967654986522911,0,3,527,,,,,,,
bank for international settlements,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2004,,0.1310344827586207,0.041379310344827586,0.03103448275862069,0.6103448275862069,0.16206896551724137,0.02413793103448276,0,0.7206896551724138,0.2793103448275862,0.23684210526315788,0.16666666666666666,0.4444444444444444,0.2768361581920904,0.2553191489361702,0.7142857142857143,,0.03070175438596491,0.39035087719298245,0.013157894736842105,0.013157894736842105,0.5526315789473685,0.9429824561403509,0.02631578947368421,1,290,,,,,,,
bank for international settlements,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2007,,0.1044776119402985,0.07462686567164178,0.014925373134328358,0.6567164179104478,0.13432835820895522,0.014925373134328358,0,0.7164179104477612,0.2835820895522388,0.2857142857142857,0.4,0,0.3181818181818182,0.1111111111111111,0,,0.1,0.52,0,0.02,0.36,0.88,0.02,1,67,,,,,,,
bank for international settlements,,2008,,0.7441860465116279,0.046511627906976744,0.11627906976744186,0.011627906976744186,0.05813953488372093,0.023255813953488372,0,0.8255813953488372,0.1744186046511628,0.203125,0,0,0,0.4,0,,0,0,1,0,0,0,1,1,86,,,,,,,
bank for international settlements,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2015,,0.09433962264150944,0,0,0.8679245283018868,0,0,0.03773584905660377,0.8113207547169812,0.18867924528301888,0.2,,,0.1956521739130435,,,0,0,0.36,0,0,0.64,1,0,1,53,,,,,,,
bank for international settlements,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank for international settlements,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank indonesia,IDN,1997,IDR,,,,,,,,,,,,,,,,,,,,,,,,,,0.062395075545607255,0,1,,0,6468.155,1
bank indonesia,IDN,1998,IDR,,,,,,,,,,,,,,,,,,,,,,,,,,0.5844087437450618,0,1,,0,5554.937,1
bank indonesia,IDN,1999,IDR,0.14358974358974358,0.010256410256410256,0.07692307692307693,0.5230769230769231,0.20512820512820512,0.041025641025641026,0,0.6512820512820513,0.3487179487179487,0.4642857142857143,0,0.4,0.37254901960784315,0.225,0.25,,0.23333333333333334,0.4777777777777778,0.06666666666666667,0.1111111111111111,0.1111111111111111,0.5888888888888889,0.17777777777777778,2,195,0.20470412234042545,1,1,,0,5534.957,1
bank indonesia,IDN,2000,IDR,,,,,,,,,,,,,,,,,,,,,,,,,,0.03687478440841679,1,1,,0,5744.179,1
bank indonesia,IDN,2001,IDR,,,,,,,,,,,,,,,,,,,,,,,,,,0.11467447353538039,1,1,,0,5869.758,1
bank indonesia,IDN,2002,IDR,,,,,,,,,,,,,,,,,,,,,,,,,,0.11902345848504745,1,1,,0,6047.621,1
bank indonesia,IDN,2003,IDR,0.2012987012987013,0.05194805194805195,0.12337662337662338,0.42857142857142855,0.15584415584415584,0.03896103896103896,0,0.6623376623376623,0.33766233766233766,0.6774193548387096,0.375,0.2631578947368421,0.2727272727272727,0.16666666666666666,0.16666666666666666,,0.225,0.275,0.025,0.1125,0.3625,0.6375,0.1375,2,154,0.06793086893903016,1,1,,0,6247.622,1
bank indonesia,IDN,2004,IDR,,,,,,,,,,,,,,,,,,,,,,,,,,0.06061287180639861,1,1,7.6956903318025045,0,6469.668,1
bank indonesia,IDN,2005,IDR,0.2106299212598425,0.04133858267716536,0.11614173228346457,0.5688976377952756,0.045275590551181105,0.015748031496062992,0,0.6673228346456693,0.33267716535433073,0.4672897196261682,0.14285714285714285,0.2542372881355932,0.3217993079584775,0.21739130434782608,0.375,,0.050505050505050504,0.45454545454545453,0.03535353535353535,0.12626262626262627,0.3333333333333333,0.7878787878787878,0.16161616161616163,2,508,0.10464349627955155,1,1,7.861738504944191,0,6741.814,0
bank indonesia,IDN,2006,IDR,0.1893939393939394,0.06060606060606061,0.11742424242424243,0.4053030303030303,0.20075757575757575,0.015151515151515152,0.007575757575757576,0.6287878787878788,0.3712121212121212,0.46,0.1875,0.3225806451612903,0.308411214953271,0.4716981132075472,0.5,1,0.23076923076923078,0.24615384615384617,0.015384615384615385,0.15384615384615385,0.35384615384615387,0.6,0.16923076923076924,2,264,0.13101125511596182,1,1,9.134078882380921,0,7012.67,0
bank indonesia,IDN,2007,IDR,0.3038194444444444,0.046875,0.14583333333333334,0.4010416666666667,0.078125,0.003472222222222222,0.005208333333333333,0.6041666666666666,0.3958333333333333,0.5085714285714286,0.2962962962962963,0.25,0.38961038961038963,0.3111111111111111,0,0.3333333333333333,0.1,0.22666666666666666,0.04666666666666667,0.19333333333333333,0.43333333333333335,0.66,0.24,2,576,0.06319499415733729,1,1,5.655756345812941,0,7352.768,0
bank indonesia,IDN,2008,IDR,0.2930194805194805,0.032467532467532464,0.13717532467532467,0.2930194805194805,0.10714285714285714,0.045454545454545456,0.09009740259740259,0.6452922077922078,0.3547077922077922,0.45429362880886426,0.2,0.2603550295857988,0.27146814404432135,0.3787878787878788,0.39285714285714285,0.4594594594594595,0.16,0.1825,0.1025,0.14,0.415,0.5975,0.2425,3,1232,0.09868642640619738,1,1,7.100848487623487,0,7788.867,0
bank indonesia,IDN,2009,IDR,0.22107438016528927,0.045454545454545456,0.1652892561983471,0.4132231404958678,0.1115702479338843,0.03512396694214876,0.004132231404958678,0.6570247933884298,0.34297520661157027,0.42990654205607476,0.13636363636363635,0.2875,0.295,0.42592592592592593,0.5882352941176471,0.5,0.09202453987730061,0.31901840490797545,0.049079754601226995,0.2147239263803681,0.32515337423312884,0.6441717791411042,0.26380368098159507,5,484,0.04801703830391416,1,1,9.06935719459981,0,8040.417,0
bank indonesia,IDN,2010,IDR,0.2,0.07674418604651163,0.16744186046511628,0.3209302325581395,0.14418604651162792,0.08139534883720931,0.0069767441860465115,0.7558139534883721,0.2441860465116279,0.29069767441860467,0.09090909090909091,0.125,0.30434782608695654,0.27419354838709675,0.22857142857142856,0.3333333333333333,0.19078947368421054,0.24342105263157895,0.07894736842105263,0.14473684210526316,0.34210526315789475,0.5855263157894737,0.2236842105263158,5,430,0.05140561012408802,1,1,6.196747319817279,0,8432.942,0
bank indonesia,IDN,2011,IDR,0.19122257053291536,0.061128526645768025,0.1896551724137931,0.3730407523510972,0.15830721003134796,0.025078369905956112,0.001567398119122257,0.6300940438871473,0.36990595611285265,0.5573770491803278,0.23076923076923078,0.3140495867768595,0.3697478991596639,0.27722772277227725,0.25,1,0.13059701492537312,0.19402985074626866,0.041044776119402986,0.1791044776119403,0.4552238805970149,0.6492537313432836,0.22014925373134328,3,638,0.053446180428447884,1,1,4.854467286099317,0,8792.318,0
bank indonesia,IDN,2012,IDR,0.18729096989966554,0.06020066889632107,0.23745819397993312,0.3511705685618729,0.14046822742474915,0.023411371237458192,0,0.7190635451505016,0.2809364548494983,0.5178571428571429,0,0.2535211267605634,0.2571428571428571,0.16666666666666666,0.42857142857142855,,0.13114754098360656,0.19672131147540983,0.02459016393442623,0.18032786885245902,0.4672131147540984,0.6639344262295082,0.20491803278688525,2,299,0.03980929346844035,1,1,4.3563512019230775,0,9192.039,0
bank indonesia,IDN,2013,IDR,0.2673992673992674,0.04395604395604396,0.2783882783882784,0.2490842490842491,0.12454212454212454,0.03663003663003663,0,0.7216117216117216,0.2783882783882784,0.3287671232876712,0.3333333333333333,0.25,0.19117647058823528,0.35294117647058826,0.4,,0.09183673469387756,0.16326530612244897,0.030612244897959183,0.21428571428571427,0.5,0.6632653061224489,0.24489795918367346,1,273,0.06411164730573332,1,1,4.679741176791959,0,9570.556,0
bank indonesia,IDN,2014,IDR,0.254278728606357,0.05134474327628362,0.1784841075794621,0.3374083129584352,0.17114914425427874,0.004889975550122249,0,0.6528117359413202,0.3471882640586797,0.41346153846153844,0.19047619047619047,0.3972602739726027,0.2826086956521739,0.38571428571428573,0,,0.22941176470588234,0.047058823529411764,0.023529411764705882,0.22941176470588234,0.47058823529411764,0.5176470588235295,0.2529411764705882,6,409,0.06396743841312512,1,1,6.723515860181484,0,9916.343,0
bank indonesia,IDN,2015,IDR,0.3096153846153846,0.05384615384615385,0.10576923076923077,0.38846153846153847,0.09423076923076923,0.03653846153846154,0.007692307692307693,0.6519230769230769,0.34807692307692306,0.37888198757763975,0.07142857142857142,0.32727272727272727,0.32673267326732675,0.42857142857142855,0.47368421052631576,0.5,0.08181818181818182,0.21363636363636362,0.05454545454545454,0.15454545454545454,0.4954545454545455,0.7090909090909091,0.20909090909090908,9,520,0.06361650628726614,1,1,7.473101671765734,0,10260.61,0
bank indonesia,IDN,2016,IDR,0.26248941574936496,0.06350550381033022,0.2201524132091448,0.275190516511431,0.12955122777307368,0.04403048264182896,0.001693480101608806,0.6943268416596104,0.3056731583403895,0.4064516129032258,0.17333333333333334,0.3346153846153846,0.23692307692307693,0.23529411764705882,0.36538461538461536,0.5,0.08687258687258688,0.16216216216216217,0.059845559845559844,0.25868725868725867,0.43243243243243246,0.5945945945945946,0.3185328185328185,12,1181,0.03526747555032589,1,1,7.659205077214452,0,10655.77,
bank indonesia,IDN,2017,IDR,0.22564102564102564,0.13333333333333333,0.2,0.3487179487179487,0.05641025641025641,0.03076923076923077,0,0.7025641025641025,0.29743589743589743,0.5454545454545454,0.19230769230769232,0.10256410256410256,0.3088235294117647,0.36363636363636365,0,,0.04,0.3466666666666667,0.04,0.14666666666666667,0.4266666666666667,0.7733333333333333,0.18666666666666668,3,195,0.03809779112159551,1,1,6.8902670874216065,0,11073.521,
bank indonesia,IDN,2018,IDR,,,,,,,,,,,,,,,,,,,,,,,,,,0.03290880356976845,1,1,6.55987541732461,0,11522.78,
bank indonesia,IDN,2019,IDR,,,,,,,,,,,,,,,,,,,,,,,,,,0.028200282002820102,1,1,7.83764193051751,0,11976.45,
bank indonesia,IDN,2020,IDR,0.24196018376722817,0.07044410413476264,0.11944869831546708,0.2986217457886677,0.1546707503828484,0.10413476263399694,0.0015313935681470138,0.7243491577335375,0.27565084226646247,0.25316455696202533,0.15217391304347827,0.34615384615384615,0.2717948717948718,0.27722772277227725,0.35294117647058826,0,0.11888111888111888,0.03496503496503497,0.0944055944055944,0.3706293706293706,0.3811188811188811,0.4160839160839161,0.46503496503496505,1,653,0.020326982367072265,1,1,7.583540258092602,0,11586.174,
bank indonesia,IDN,2021,IDR,,,,,,,,,,,,,,,,,,,,,,,,,,0.01560399965684546,1,1,6.78128831402972,0,11924.982,
bank indonesia,IDN,2022,IDR,0.2229299363057325,0.0535031847133758,0.1643312101910828,0.2968152866242038,0.15796178343949044,0.05987261146496815,0.03949044585987261,0.7515923566878981,0.2484076433121019,0.24,0.14285714285714285,0.2558139534883721,0.24034334763948498,0.25,0.2765957446808511,0.41935483870967744,0.11082474226804123,0.04381443298969072,0.04896907216494845,0.34536082474226804,0.45103092783505155,0.4948453608247423,0.3943298969072165,1,785,0.04209449439678636,1,1,6.172767444274475,0,12438.756,
bank indonesia,IDN,2023,IDR,0.19169611307420495,0.07420494699646643,0.12632508833922262,0.27296819787985865,0.23586572438162545,0.07243816254416961,0.020318021201413426,0.7446996466431095,0.25353356890459366,0.3271889400921659,0.13095238095238096,0.23776223776223776,0.18446601941747573,0.26591760299625467,0.35365853658536583,0.4782608695652174,0.11707317073170732,0.06991869918699187,0.06504065040650407,0.34308943089430893,0.40487804878048783,0.47479674796747967,0.408130081300813,1,1132,0.04381659176266083,,,4.354646960297767,0,12933.696,
bank of albania,ALB,1997,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.3316774099743131,0,1,,0,4509.643,0
bank of albania,ALB,1998,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.20644914745327822,0,1,,0,4938.799,1
bank of albania,ALB,1999,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038915201061871484,0,1,,0,5610.87,1
bank of albania,ALB,2000,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,3.9064847647088543e-4,0,1,,0,6038.985,1
bank of albania,ALB,2001,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.031209636238022337,0,1,,0,6601.478,1
bank of albania,ALB,2002,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.05200990387416251,0,1,,0,6921.684,0
bank of albania,ALB,2003,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.023632512356190665,0,1,,0,7331.739,0
bank of albania,ALB,2004,ALL,0.12133891213389121,0.02510460251046025,0.07112970711297072,0.2510460251046025,0.4351464435146444,0.09205020920502092,0,0.7907949790794979,0.20920502092050208,0.3103448275862069,0.16666666666666666,0.11764705882352941,0.21666666666666667,0.22115384615384615,0.09090909090909091,,0.3416666666666667,0.05,0.15,0.2833333333333333,0.175,0.225,0.43333333333333335,4,239,0.02867267169790912,0,1,,0,7768.469,1
bank of albania,ALB,2005,ALL,0.2651622002820874,0.04936530324400564,0.06346967559943582,0.4520451339915374,0.1311706629055007,0.03737658674188998,0.0014104372355430183,0.68688293370945,0.3131170662905501,0.4015957446808511,0.32857142857142857,0.17777777777777778,0.2823712948517941,0.3010752688172043,0.3018867924528302,0.5,0.21863117870722434,0.19011406844106463,0.034220532319391636,0.11787072243346007,0.4391634980988593,0.629277566539924,0.1520912547528517,23,1418,0.023626705934944342,1,1,,0,8239.854,1
bank of albania,ALB,2006,ALL,0.3105906313645621,0.03767820773930754,0.0855397148676171,0.4093686354378819,0.13034623217922606,0.023421588594704685,0.002036659877800407,0.7077393075356415,0.29226069246435843,0.35737704918032787,0.2702702702702703,0.2619047619047619,0.236318407960199,0.3203125,0.34782608695652173,1,0.23037974683544304,0.26329113924050634,0.027848101265822784,0.08607594936708861,0.3924050632911392,0.6556962025316456,0.11392405063291139,14,982,0.02369789994220023,1,1,,0,8781.447,1
bank of albania,ALB,2007,ALL,0.22237860661505982,0.057705840957072485,0.08937368050668543,0.3912737508796622,0.20267417311752287,0.03096410978184377,0.005629838142153413,0.7016185784658691,0.2983814215341309,0.4240506329113924,0.17073170731707318,0.18110236220472442,0.2931654676258993,0.2534722222222222,0.29545454545454547,0.5,0.265993265993266,0.20707070707070707,0.02356902356902357,0.11447811447811448,0.3888888888888889,0.5959595959595959,0.13804713804713806,15,1421,0.029598494353826783,1,1,,0,9377.463,0
bank of albania,ALB,2008,ALL,0.2831215970961887,0.041742286751361164,0.12704174228675136,0.41379310344827586,0.09074410163339383,0.041742286751361164,0.0018148820326678765,0.6642468239564429,0.33575317604355714,0.46794871794871795,0.13043478260869565,0.18571428571428572,0.32894736842105265,0.3,0.2608695652173913,0,0.11797752808988764,0.3146067415730337,0.06741573033707865,0.1348314606741573,0.3651685393258427,0.6797752808988764,0.20224719101123595,9,551,0.033098136706516144,1,1,,0,10158.433,0
bank of albania,ALB,2009,ALL,0.16643741403026135,0.07977991746905089,0.18363136176066025,0.3493810178817056,0.16506189821182943,0.052269601100412656,0.001375515818431912,0.6966987620357634,0.3033012379642366,0.49173553719008267,0.16379310344827586,0.2808988764044944,0.27165354330708663,0.25833333333333336,0.32894736842105265,1,0.12980769230769232,0.19391025641025642,0.057692307692307696,0.1762820512820513,0.4423076923076923,0.6362179487179487,0.23397435897435898,21,1454,0.022317900324388035,1,1,,0,10570.167,0
bank of albania,ALB,2010,ALL,0.13800738007380073,0.05830258302583026,0.17859778597785977,0.3129151291512915,0.2243542435424354,0.08487084870848709,0,0.7284132841328413,0.27158671586715866,0.42780748663101603,0.189873417721519,0.2190082644628099,0.23349056603773585,0.2236842105263158,0.43478260869565216,,0.21865443425076453,0.1452599388379205,0.1452599388379205,0.17737003058103976,0.31345565749235477,0.45871559633027525,0.32262996941896027,18,1355,0.03614986096207317,1,1,,0,11016.55,0
bank of albania,ALB,2011,ALL,0.1436130007558579,0.07936507936507936,0.18594104308390022,0.2600151171579743,0.26303854875283444,0.06500377928949358,7.558578987150416e-4,0.7414965986394558,0.2585034013605442,0.4631578947368421,0.12380952380952381,0.17073170731707318,0.2877906976744186,0.20977011494252873,0.27906976744186046,1,0.32108317214700194,0.12959381044487428,0.10444874274661509,0.18375241779497098,0.2611218568665377,0.390715667311412,0.28820116054158607,20,1323,0.03443207126948774,1,1,,0,11327.398,0
bank of albania,ALB,2012,ALL,0.19796380090497737,0.07352941176470588,0.20927601809954752,0.2081447963800905,0.2324660633484163,0.07861990950226244,0,0.7664027149321267,0.2335972850678733,0.39714285714285713,0.13076923076923078,0.15405405405405406,0.22010869565217392,0.2116788321167883,0.2302158273381295,,0.31645569620253167,0.09282700421940929,0.12376933895921238,0.2011251758087201,0.26582278481012656,0.35864978902953587,0.32489451476793246,26,1768,0.020356973689876472,1,1,,0,11506.954,0
bank of albania,ALB,2013,ALL,0.1233453670276775,0.0703971119133574,0.20276774969915765,0.2954271961492178,0.21239470517448858,0.09265944645006016,0.0012033694344163659,0.7129963898916968,0.2870036101083033,0.47804878048780486,0.20512820512820512,0.22255192878338279,0.26883910386965376,0.254957507082153,0.35714285714285715,1,0.21718931475029035,0.1289198606271777,0.1091753774680604,0.17073170731707318,0.37398373983739835,0.502903600464576,0.27990708478513354,25,1662,0.019254507664876644,1,1,,0,11643.566,0
bank of albania,ALB,2014,ALL,0.1339001062699256,0.10095642933049948,0.22954303931987247,0.22422954303931988,0.2252922422954304,0.08607863974495218,0,0.7608926673751328,0.23910733262486716,0.35714285714285715,0.16842105263157894,0.1574074074074074,0.26540284360189575,0.24528301886792453,0.2716049382716049,,0.2876404494382023,0.0651685393258427,0.0853932584269663,0.24943820224719102,0.31235955056179776,0.37752808988764047,0.3348314606741573,15,941,0.016137379927128163,1,1,,0,11874.74,1
bank of albania,ALB,2015,ALL,0.1463963963963964,0.04054054054054054,0.15090090090090091,0.40540540540540543,0.21396396396396397,0.04054054054054054,0.0022522522522522522,0.7117117117117117,0.2882882882882883,0.35384615384615387,0.1111111111111111,0.31343283582089554,0.24444444444444444,0.3368421052631579,0.2777777777777778,1,0.23076923076923078,0.1752136752136752,0.017094017094017096,0.12393162393162394,0.452991452991453,0.6282051282051282,0.14102564102564102,8,444,0.018672262572962384,1,1,,0,12173.622,1
bank of albania,ALB,2016,ALL,0.23014586709886548,0.04700162074554295,0.15235008103727715,0.26580226904376014,0.17504051863857376,0.12965964343598055,0,0.7098865478119936,0.2901134521880065,0.39436619718309857,0.06896551724137931,0.1702127659574468,0.25609756097560976,0.28703703703703703,0.4,,0.15593220338983052,0.061016949152542375,0.13220338983050847,0.3016949152542373,0.34915254237288135,0.4101694915254237,0.43389830508474575,10,617,0.012870000000000062,1,0,,0,12597.301,
bank of albania,ALB,2017,ALL,0.3493282149712092,0.04798464491362764,0.12092130518234165,0.30134357005758156,0.14971209213051823,0.030710172744721688,0,0.7159309021113244,0.2840690978886756,0.34065934065934067,0.2,0.2222222222222222,0.2611464968152866,0.2948717948717949,0.1875,,0.28078817733990147,0.18719211822660098,0.0049261083743842365,0.11822660098522167,0.4088669950738916,0.5960591133004927,0.12315270935960591,10,521,0.019844599998025323,1,1,,0,13039.696,
bank of albania,ALB,2018,ALL,0.2993805918788713,0.03303509979353063,0.13902271163110805,0.33998623537508604,0.1231933929800413,0.05918788713007571,0.0034411562284927736,0.6875430144528561,0.31245698554714385,0.432183908045977,0.2708333333333333,0.1782178217821782,0.2651821862348178,0.24581005586592178,0.43023255813953487,0.4,0.11447811447811448,0.15656565656565657,0.07912457912457913,0.13468013468013468,0.5151515151515151,0.6717171717171717,0.2138047138047138,27,1453,0.020291005547111763,0,1,,0,13570.554,
bank of albania,ALB,2019,ALL,0.3592814371257485,0.032335329341317366,0.07544910179640718,0.39880239520958083,0.11616766467065869,0.011976047904191617,0.005988023952095809,0.7065868263473054,0.2934131736526946,0.36,0.14814814814814814,0.25396825396825395,0.25825825825825827,0.26804123711340205,0.1,0.8,0.11986301369863013,0.1643835616438356,0.00684931506849315,0.06164383561643835,0.6472602739726028,0.8116438356164384,0.0684931506849315,16,835,0.014109096429554095,0,1,,0,13862.63,
bank of albania,ALB,2020,ALL,0.24586776859504134,0.01859504132231405,0.15289256198347106,0.3285123966942149,0.18388429752066116,0.05991735537190083,0.008264462809917356,0.7293388429752066,0.2706611570247934,0.42016806722689076,0.2222222222222222,0.13513513513513514,0.20754716981132076,0.2808988764044944,0.2413793103448276,0.75,0.17083333333333334,0.09166666666666666,0.058333333333333334,0.31666666666666665,0.3625,0.45416666666666666,0.375,7,484,0.01621444610778447,0,1,,0,13394.458,
bank of albania,ALB,2021,ALL,0.40668523676880225,0.016713091922005572,0.12256267409470752,0.23119777158774374,0.17270194986072424,0.04178272980501393,0.002785515320334262,0.7270194986072424,0.27298050139275765,0.3287671232876712,0,0.11363636363636363,0.2891566265060241,0.25806451612903225,0.26666666666666666,0,0.18018018018018017,0.10810810810810811,0.05405405405405406,0.25225225225225223,0.40540540540540543,0.5135135135135135,0.3063063063063063,7,359,0.02042112822590301,0,1,,0,14559.682,
bank of albania,ALB,2022,ALL,0.3169877408056042,0.03677758318739054,0.10332749562171628,0.28021015761821366,0.14185639229422067,0.1190893169877408,0.0017513134851138354,0.6637478108581436,0.3362521891418564,0.3314917127071823,0.19047619047619047,0.1864406779661017,0.2875,0.4074074074074074,0.5588235294117647,0,0.23137254901960785,0.050980392156862744,0.14901960784313725,0.2549019607843137,0.3137254901960784,0.36470588235294116,0.403921568627451,10,571,0.06726457399103138,0,1,,0,15138.76,
bank of albania,ALB,2023,ALL,0.28486646884273,0.05341246290801187,0.11275964391691394,0.3115727002967359,0.20178041543026706,0.026706231454005934,0,0.7626112759643917,0.23738872403560832,0.375,0,0.07894736842105263,0.17142857142857143,0.3088235294117647,0.1111111111111111,,0.3442622950819672,0.1557377049180328,0,0.13934426229508196,0.36065573770491804,0.5163934426229508,0.13934426229508196,5,337,0.05023417817831352,,,,0,15522.487,
bank of algeria,DZA,1997,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.057002153044595404,0,1,,0,8131.84,1
bank of algeria,DZA,1998,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.04950539618946872,0,1,,0,8412.748,1
bank of algeria,DZA,1999,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.025992408158013326,0,0,,0,8549.256,1
bank of algeria,DZA,2000,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.00299951924081846,0,0,,0,8716.752,1
bank of algeria,DZA,2001,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.04200314684950355,0,0,,0,8848.312,0
bank of algeria,DZA,2002,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.01433000000000007,0,0,,0,9206.994,0
bank of algeria,DZA,2003,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.04260940719489701,0,0,,0,9724.101,0
bank of algeria,DZA,2004,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.03968606685263111,0,0,,0,9991.511,0
bank of algeria,DZA,2005,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.013824214202561082,0,0,,0,10423.527,0
bank of algeria,DZA,2006,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.02310894215587778,0,0,,0,10441.479,0
bank of algeria,DZA,2007,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.03679152637485969,0,0,,0,10632.029,0
bank of algeria,DZA,2008,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.048552146409120124,0,0,,0,10652.344,0
bank of algeria,DZA,2009,DZD,0.03529411764705882,0.16470588235294117,0.16470588235294117,0.3058823529411765,0.12941176470588237,0.2,0,0.8588235294117647,0.1411764705882353,0,0,0.07142857142857142,0.23076923076923078,0.2727272727272727,0.11764705882352941,,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.5909090909090909,0.7272727272727273,0.22727272727272727,2,85,0.05741017058515151,0,0,,0,10618.398,0
bank of algeria,DZA,2010,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.03910665659824703,0,0,,0,10785.246,0
bank of algeria,DZA,2011,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.04499743081553274,0,0,,0,10874.65,0
bank of algeria,DZA,2012,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.08916128125878044,0,0,,0,11011.073,0
